3.65,2.1,-7.98,-101.37,-104.54,73.0,6.36,2.57,0.23,-55.76,-5.34,-7.92
3.81,1.97,-8.31,-86.72,-95.36,52.27,7.78,1.91,-0.23,-44.21,9.7,4.18
3.78,1.92,-8.7,-74.4,-100.09,31.6,8.57,0.98,1.08,-47.86,10.66,6.37
7.01,1.03,-7.29,-26.5,-52.27,15.53,10.11,0.43,0.76,-48.67,15.78,4.06
12.88,1.65,-7.72,10.05,22.16,7.49,10.91,-0.14,1.49,-54.13,20.85,6.48
15.45,3.11,-8.23,-27.56,46.15,20.76,10.52,-0.85,2.16,-58.07,19.38,12.63
8.4,3.13,-7.51,-28.96,-1.18,66.96,10.29,2.28,1.75,-50.98,15.29,21.7
5.11,2.55,-5.8,-38.61,-27.63,75.49,9.0,0.33,0.88,-32.45,18.67,11.72
3.76,2.41,-5.99,-40.69,-37.18,54.18,7.75,1.56,1.59,-25.06,16.91,2.11
4.99,1.94,-6.32,-36.1,-16.69,30.23,7.28,0.61,2.2,-21.17,22.15,-7.42
7.02,1.69,-6.39,-17.15,9.73,18.17,7.91,-0.8,1.7,-16.63,32.1,-6.87
7.57,1.72,-6.92,-12.84,28.95,15.1,10.29,-1.03,1.79,-13.87,31.64,5.15
7.48,2.11,-7.39,-4.71,-9.3,4.5,13.22,-0.83,1.63,-18.29,21.5,9.3
7.78,2.36,-7.17,3.91,-38.28,-8.92,13.69,-1.16,1.08,-21.95,10.33,5.53
7.34,3.01,-7.23,-2.87,-42.73,-11.26,10.95,-0.26,1.97,-19.77,-2.25,3.21
6.57,3.5,-7.37,-5.63,-18.39,-11.24,9.55,1.05,1.18,-11.19,-8.26,1.29
6.16,3.79,-7.46,-2.48,13.05,-16.02,8.83,1.35,1.08,-3.93,-10.56,1.05
6.15,3.87,-7.36,2.08,33.76,-19.31,9.01,1.43,1.01,2.82,-10.95,4.55
6.2,3.7,-7.16,0.4,41.97,-22.92,9.59,0.6,1.31,7.65,-11.27,6.73
6.47,3.61,-6.66,3.67,44.38,-31.73,10.4,0.08,0.9,7.44,-14.57,3.77
6.28,3.36,-6.4,-0.55,41.66,-38.0,11.04,0.51,0.83,10.43,-13.79,-0.17
6.21,3.03,-6.4,-10.04,28.15,-41.36,11.02,0.94,0.29,20.89,-17.2,-2.24
6.16,3.02,-6.2,-15.62,1.46,-38.3,10.25,1.66,0.07,38.76,-21.74,-3.79
6.3,3.06,-6.59,-16.0,-27.34,-42.63,9.41,2.11,-0.29,60.24,-27.15,-7.35
6.49,2.83,-6.82,-14.16,-34.49,-52.5,8.63,2.26,-0.94,89.02,-28.24,-6.63
6.72,2.97,-7.19,-8.52,-26.98,-57.12,8.57,1.88,-0.29,106.21,-33.53,-2.69
6.67,2.68,-7.93,-1.01,-8.56,-60.81,9.06,-0.21,1.5,111.34,-34.32,6.74
7.5,2.49,-8.59,17.04,19.14,-70.01,9.77,-0.96,2.75,89.75,-30.39,16.61
8.89,2.33,-9.37,40.52,64.98,-72.94,10.37,-1.73,2.39,65.9,-25.13,24.58
10.02,2.19,-10.05,71.17,98.08,-49.93,10.67,-1.83,1.9,49.84,-23.05,28.63
10.63,2.46,-10.51,93.47,129.83,-26.52,9.73,-0.93,1.66,43.27,-18.46,26.87
11.19,2.68,-11.14,101.1,149.71,-7.42,8.24,0.05,0.86,54.49,-6.89,19.11
12.09,2.83,-11.69,102.78,165.1,16.33,7.41,1.16,0.48,79.89,-0.2,12.87
12.32,2.75,-12.38,110.79,165.58,47.39,7.61,2.11,0.91,104.56,2.76,13.13
12.43,2.19,-12.45,131.24,147.75,72.72,7.95,2.49,1.75,115.18,0.64,12.95
12.14,0.8,-12.31,162.37,136.66,91.51,8.62,1.95,2.81,132.85,3.35,14.48
11.41,0.3,-12.76,182.44,117.79,116.66,10.1,1.09,1.07,147.89,4.53,21.77
10.76,-0.29,-13.7,197.12,84.02,139.56,10.55,0.15,1.05,159.27,1.4,25.42
9.67,-0.99,-14.22,245.53,34.64,146.66,10.07,-0.36,1.31,161.02,0.36,23.34
10.68,-0.53,-14.18,250.13,-19.24,145.29,9.51,-0.35,1.06,163.52,2.25,24.94
12.52,-0.49,-12.78,250.13,-19.22,145.76,9.5,-0.09,1.68,166.83,6.91,32.78
12.17,0.62,-11.68,250.13,1.75,155.46,9.73,0.57,0.65,172.47,5.89,35.95
11.98,-0.14,-10.71,250.13,-23.21,159.31,9.72,1.23,0.98,186.29,7.58,39.89
12.68,-1.08,-8.87,250.13,-38.36,156.93,9.59,1.6,1.27,197.73,12.6,44.26
14.32,-2.06,-7.66,250.13,-2.11,155.25,9.26,1.58,3.04,203.85,13.05,48.09
14.23,-2.76,-5.63,250.13,22.69,189.12,9.29,1.43,3.18,211.78,10.53,49.18
11.37,-2.23,-4.96,250.13,3.47,224.58,8.78,0.34,2.92,217.18,10.66,50.62
8.43,-2.85,-4.75,240.79,-40.81,224.39,8.41,-0.24,2.66,216.78,10.75,51.81
7.19,-4.96,-4.74,225.53,-96.15,201.31,9.45,-0.08,2.99,216.81,6.89,54.81
5.11,-5.05,-4.12,215.04,-131.71,188.13,10.72,0.18,3.11,217.27,-0.54,57.21
3.8,-5.02,-2.33,208.47,-158.9,199.05,10.17,-0.29,3.72,209.59,-3.44,51.6
4.91,-5.6,0.25,196.34,-149.53,196.21,9.18,-0.8,3.87,190.85,-1.21,42.73
5.33,-5.27,2.43,160.4,-48.62,180.6,8.39,-0.78,4.26,181.08,2.89,33.08
4.23,-3.95,2.85,88.7,10.27,176.84,8.9,-0.64,4.22,176.56,4.02,27.73
1.66,-2.97,2.46,23.36,2.2,180.75,9.93,-0.53,3.94,170.99,5.8,24.76
-0.25,-3.81,2.13,-32.89,-60.79,193.04,10.78,-0.51,3.25,165.66,0.84,20.17
-2.16,-3.26,1.82,-86.59,-138.79,206.94,11.02,-0.25,3.1,153.98,-8.15,13.0
-5.55,-4.58,1.98,-159.05,-194.98,203.31,10.7,0.03,2.91,138.88,-14.53,6.96
-13.24,-9.42,2.0,-184.32,-228.72,157.39,9.8,-0.05,2.97,124.99,-17.8,4.71
-19.62,-13.61,5.07,-108.52,-213.94,30.24,8.6,-0.67,2.69,112.78,-18.73,9.51
-19.62,-6.62,6.5,-105.1,-97.73,-250.14,6.78,-1.47,1.08,93.4,-12.54,16.76
-19.62,6.35,4.55,-34.96,-93.48,-250.14,6.05,-2.17,0.92,76.18,-5.64,21.6
-6.24,19.62,0.05,-29.9,-146.83,-250.14,7.86,-1.88,1.64,72.47,6.61,15.56
7.57,19.62,-4.61,-82.07,-140.53,-250.14,9.79,-0.83,1.86,79.82,17.61,5.87
19.62,19.62,-5.25,-128.95,116.68,-250.14,10.51,-0.0,1.63,75.77,23.83,-4.37
19.62,15.94,-11.64,-78.96,250.13,-217.32,10.79,-0.05,1.34,65.7,22.77,-14.59
13.31,11.02,-9.06,22.19,250.13,72.69,9.64,-1.28,2.3,56.1,20.04,-25.88
9.16,9.02,-5.94,93.33,-250.14,167.98,7.57,-2.63,2.58,49.53,10.76,-22.14
19.62,6.9,-2.3,145.06,-250.14,184.66,5.98,-1.34,2.22,47.91,8.14,-5.25
19.62,2.67,1.59,156.82,-250.14,176.9,6.79,0.09,2.13,44.05,10.6,5.85
19.62,-0.97,1.64,165.89,75.53,197.95,8.07,1.33,2.33,35.2,15.59,13.11
17.86,-4.03,2.11,107.26,250.13,236.87,9.4,1.93,1.64,28.73,16.2,19.88
7.3,-9.17,1.35,21.64,250.13,250.13,11.07,1.41,1.85,30.18,10.79,23.56
1.03,-14.59,2.0,-28.66,86.89,250.13,12.61,-0.03,1.74,25.43,8.5,20.26
-0.41,-17.4,1.22,-54.21,-82.58,244.66,11.96,-1.38,1.33,16.76,8.39,11.38
2.0,-17.8,0.6,-3.99,-146.37,201.9,10.44,-1.94,1.23,8.98,7.27,4.92
1.21,-17.27,1.55,11.05,-78.64,174.95,9.48,-0.77,0.59,3.45,3.98,1.64
-2.43,-15.76,1.51,33.29,-18.42,164.45,10.0,-0.3,0.6,1.39,0.77,-0.46
-5.19,-13.77,2.06,51.81,2.66,156.11,10.75,0.35,0.7,0.02,-0.83,-4.31
-6.4,-11.78,3.38,25.98,27.91,149.44,10.41,0.56,1.08,-0.76,0.18,-8.57
-9.15,-10.89,4.68,-20.16,60.84,140.58,9.95,0.45,0.35,-7.31,-1.18,-12.79
-14.61,-10.87,4.87,-64.61,59.44,124.37,9.51,0.0,0.82,-12.14,-4.08,-14.47
-19.62,-10.59,4.42,-95.84,-23.09,91.89,8.91,-0.44,0.8,-18.78,-3.88,-10.66
-19.62,-7.07,4.03,-26.34,-114.47,-55.36,8.65,-1.19,0.43,-30.89,-4.92,-5.66
-19.62,2.97,5.86,-130.49,-29.77,-250.14,8.96,-2.0,-0.09,-52.98,-5.69,-3.4
-19.62,13.18,3.37,-87.02,-86.74,-250.14,10.35,-2.04,0.55,-70.84,-8.27,-5.29
-9.74,19.62,-2.26,-131.1,-223.34,-250.14,11.32,-1.07,1.59,-74.53,-15.38,-10.34
-6.25,19.62,-6.72,-230.68,-250.14,-250.14,11.42,-0.29,1.36,-75.6,-23.88,-14.26
19.62,19.62,-15.36,-250.14,-144.18,-250.14,11.06,0.27,0.85,-92.25,-29.4,-17.15
19.62,18.81,-18.17,-245.54,250.13,-158.61,10.76,0.01,2.13,-89.59,-29.08,-26.99
19.62,7.65,-12.12,102.76,250.13,18.48,10.8,-0.44,2.03,-80.35,-35.44,-48.01
12.96,13.12,-4.7,250.13,-31.02,1.31,8.69,-1.77,1.09,-80.48,-50.49,-55.92
15.61,12.09,0.64,247.74,-208.04,6.79,6.93,-0.8,2.48,-67.57,-59.58,-36.39
17.45,6.81,4.41,139.79,-115.98,51.65,6.65,0.9,2.57,-56.39,-59.48,-10.48
15.21,3.59,5.29,46.56,74.48,88.74,8.12,1.85,1.25,-68.73,-47.37,7.66
10.84,2.69,4.54,-25.92,250.13,94.04,9.56,1.92,0.93,-94.22,-33.54,9.69
4.14,0.77,2.84,-112.62,250.13,56.86,9.97,1.14,1.86,-103.12,-28.15,-0.47
-1.02,-2.34,1.75,-166.02,198.85,5.23,10.16,0.71,1.54,-106.22,-28.58,-8.23
-1.16,-3.16,-0.06,-197.11,31.34,-27.63,10.59,0.58,1.27,-117.8,-21.17,-11.79
0.98,-2.78,-2.05,-250.14,-93.24,-93.15,8.81,0.9,1.64,-123.55,-11.18,-9.61
4.81,-1.88,-5.18,-250.14,-177.24,-135.69,7.68,0.45,1.4,-120.32,-9.3,-2.92
7.25,2.44,-9.57,-250.14,-222.44,-127.86,7.98,0.51,1.01,-121.98,-3.44,1.89
7.67,4.98,-12.79,-250.14,-250.14,-104.92,8.62,0.63,0.26,-131.8,5.76,4.62
8.88,0.01,-13.79,-250.14,-250.14,-123.08,8.73,0.42,0.7,-136.07,6.44,7.55
11.63,1.21,-16.68,-250.14,-211.53,-145.9,9.25,0.36,1.16,-137.63,7.69,8.65
15.36,2.89,-16.53,-250.14,-115.31,-141.42,9.59,-0.05,1.15,-147.53,12.58,-0.86
15.46,3.39,-17.91,-250.14,3.16,-83.64,8.85,0.38,1.28,-156.84,18.37,-9.61
14.98,0.24,-17.59,-248.19,37.94,-38.57,8.74,0.71,1.92,-152.61,19.62,-9.74
15.17,-1.48,-16.36,-198.44,43.92,-28.55,9.3,0.99,2.27,-152.03,20.26,-8.96
15.86,-0.48,-14.88,-179.18,33.09,-11.18,9.98,0.57,1.92,-169.32,21.3,-15.73
14.4,-0.08,-15.17,-173.56,-16.58,22.82,10.24,0.07,2.35,-172.52,19.92,-17.36
11.81,-0.47,-14.0,-157.19,-112.82,69.5,10.22,-0.2,3.59,-165.82,18.4,-15.04
11.2,-0.65,-11.9,-107.58,-177.45,93.63,10.56,0.34,3.52,-168.99,18.09,-16.21
11.67,0.38,-9.56,-58.94,-165.13,95.76,11.1,0.89,2.69,-175.12,17.64,-18.08
10.92,1.82,-8.05,-55.53,-109.22,102.12,10.32,0.98,2.47,-174.79,17.83,-22.0
9.18,2.49,-7.42,-81.89,-67.0,116.47,9.74,1.0,2.89,-177.16,12.9,-28.14
7.75,2.46,-6.69,-103.9,-48.5,125.33,9.65,0.72,3.07,-180.31,7.04,-31.74
7.07,2.34,-6.4,-118.47,-49.26,125.5,9.53,0.68,2.51,-175.66,5.52,-33.47
7.55,1.95,-5.61,-110.24,-37.79,116.66,9.39,0.39,1.58,-168.64,-0.57,-32.63
8.35,1.65,-5.16,-106.89,-18.32,122.09,8.52,0.05,2.66,-164.05,0.58,-30.95
7.24,2.1,-5.31,-127.27,-11.6,134.63,7.93,0.47,1.52,-153.66,4.21,-30.36
5.57,1.98,-6.17,-148.53,-42.92,129.63,8.83,0.48,1.68,-143.3,-5.97,-31.24
5.02,1.08,-6.84,-157.31,-79.89,118.85,10.06,0.66,1.3,-124.78,-10.73,-27.81
5.34,0.82,-7.5,-151.8,-108.37,107.57,10.27,0.84,0.25,-114.92,-10.46,-26.83
5.96,0.52,-8.05,-129.81,-103.63,96.5,9.57,1.12,0.64,-95.99,-2.56,-30.45
6.36,0.81,-8.21,-112.63,-79.73,86.53,8.55,1.58,1.32,-92.45,4.44,-29.04
6.6,1.42,-8.12,-101.67,-46.75,74.66,8.66,1.65,1.85,-93.93,7.39,-20.66
6.62,1.97,-8.37,-98.08,-12.76,68.27,9.17,1.45,1.48,-91.66,8.39,-9.73
6.14,1.89,-8.23,-91.18,0.52,68.38,9.42,1.2,1.81,-90.52,12.66,2.96
5.98,2.05,-7.62,-73.39,-0.91,66.16,9.26,1.09,1.88,-91.0,20.11,16.46
5.28,2.31,-7.35,-60.11,-25.03,61.08,9.46,1.82,1.89,-74.55,32.24,30.93
5.43,2.21,-7.32,-50.92,-59.71,58.93,9.27,1.5,1.04,-71.96,33.58,42.98
6.01,1.93,-7.24,-52.26,-82.35,63.48,8.41,0.34,1.8,-59.79,21.75,36.92
6.5,1.53,-6.9,-50.48,-79.28,64.02,8.36,-0.62,1.31,-51.21,9.92,16.1
6.77,1.51,-7.03,-50.66,-59.37,54.27,8.22,-1.18,1.84,-43.79,1.96,-5.89
7.05,1.51,-7.58,-59.1,-39.37,44.61,8.67,-1.48,1.62,-35.97,3.88,-22.47
6.99,1.1,-7.95,-63.08,-26.57,42.67,9.21,-1.6,1.54,-31.7,7.22,-23.6
6.76,0.71,-8.48,-56.48,-26.93,45.38,9.65,-1.57,1.85,-34.62,8.77,-11.89
6.92,0.5,-8.58,-36.78,-29.79,41.63,9.8,-1.85,1.5,-41.78,15.51,1.6
7.37,0.21,-8.25,-13.42,-23.79,36.28,10.06,-1.95,2.12,-42.15,17.35,8.12
7.87,0.22,-7.89,3.26,-7.66,33.37,11.38,-1.07,2.02,-42.13,16.38,4.89
8.6,0.84,-8.06,7.12,10.91,24.63,11.75,-0.11,1.97,-43.94,16.28,-5.13
8.89,1.38,-7.99,-6.97,27.08,20.12,10.15,0.78,2.32,-37.44,9.27,-9.53
8.57,1.24,-7.34,-13.53,51.4,30.73,9.76,0.61,1.03,-28.56,6.36,-9.09
7.61,1.92,-7.38,-14.53,60.34,39.16,9.59,0.55,0.85,-16.73,1.03,-7.08
6.82,1.88,-7.4,-14.05,46.6,35.74,9.83,0.36,1.2,-6.19,-2.54,-4.27
6.31,1.75,-7.3,-10.77,22.18,25.27,10.21,0.32,0.62,3.76,-4.13,0.84
5.79,1.68,-7.24,-5.18,-6.27,16.95,10.62,-0.06,0.27,16.92,-5.72,2.31
5.71,1.8,-7.24,2.77,-27.51,2.45,10.58,0.64,-0.37,35.11,-9.59,-1.22
5.8,1.98,-7.46,9.18,-29.15,-14.22,10.14,1.52,-0.09,48.68,-15.05,-6.36
5.4,2.33,-7.45,17.02,-22.16,-28.96,9.77,1.7,1.11,53.05,-16.92,-7.5
5.37,2.77,-7.31,25.19,-12.78,-42.0,9.91,1.46,1.42,47.04,-23.71,-2.7
5.71,3.14,-6.98,34.43,2.5,-50.43,10.33,2.49,0.8,53.82,-30.88,7.27
6.01,3.77,-6.71,35.96,15.65,-58.54,10.8,2.91,1.94,61.29,-31.9,21.76
5.91,3.7,-6.42,41.18,27.16,-67.87,9.85,2.77,0.47,75.4,-29.31,36.72
5.2,3.71,-6.25,43.39,25.72,-73.17,8.68,2.15,0.88,95.44,-34.47,44.08
4.83,3.47,-6.44,36.74,10.66,-78.53,8.1,1.12,1.71,103.86,-39.39,45.2
4.85,2.94,-6.79,31.35,-6.64,-84.9,7.86,-0.35,1.97,104.5,-41.32,38.29
5.38,2.66,-7.19,35.86,-12.87,-98.58,8.45,-1.52,-0.36,100.83,-41.01,29.04
6.27,2.46,-7.85,50.91,2.63,-113.4,8.67,-2.3,1.02,104.28,-40.15,19.24
7.27,2.32,-8.24,61.88,29.08,-123.98,8.94,-2.68,1.16,101.11,-35.17,12.67
8.89,1.69,-8.67,80.63,58.39,-136.45,9.0,-2.76,1.41,101.82,-18.31,10.27
11.7,1.09,-9.71,123.02,99.14,-140.22,8.26,-2.07,0.92,113.27,-3.02,15.6
13.47,0.45,-8.56,121.85,133.5,-108.18,7.84,-1.57,3.26,125.56,4.34,19.88
10.91,0.13,-8.45,91.36,146.21,-64.38,8.89,-0.2,0.87,130.27,8.1,15.85
8.9,-1.85,-8.54,77.01,157.73,-18.48,9.6,-0.04,1.01,134.05,8.65,11.15
8.94,-1.07,-10.53,80.12,136.73,-9.43,9.95,-0.18,1.46,135.98,4.42,8.85
9.52,-2.11,-12.02,93.97,101.4,-3.63,9.56,-0.71,1.59,141.52,0.82,6.49
10.28,-2.29,-13.56,141.18,63.7,3.17,9.11,-0.74,1.76,149.84,2.63,8.85
11.76,-2.33,-14.63,193.87,42.06,6.1,9.59,-0.68,1.37,153.68,6.53,14.93
12.95,-2.25,-15.02,231.9,43.08,25.05,10.33,-0.37,1.38,162.6,5.95,22.33
13.94,-2.05,-15.02,250.13,56.47,52.29,10.28,-0.01,1.47,173.95,4.65,27.5
13.37,-2.16,-14.67,250.13,62.5,77.2,9.49,0.64,1.44,182.14,9.15,30.86
14.03,-1.5,-13.52,250.13,44.65,105.21,9.1,0.91,1.28,188.18,10.85,34.1
13.94,-0.89,-12.7,250.13,23.26,135.91,9.26,0.59,1.52,193.71,7.73,37.99
12.93,-1.01,-11.94,250.13,-16.27,160.31,9.31,-0.12,2.54,196.2,6.11,41.79
12.51,-1.19,-10.68,250.13,-31.04,166.28,9.74,-0.6,2.6,192.86,2.69,43.29
12.67,-0.5,-9.88,250.13,-3.37,167.32,9.87,-0.71,2.67,185.15,2.34,41.38
12.04,-0.48,-8.87,250.13,22.82,183.21,9.27,-0.58,2.96,176.06,2.81,41.28
10.76,-0.66,-8.13,250.13,18.85,206.31,8.92,-0.74,3.41,162.07,3.06,42.39
10.47,-1.47,-6.63,244.5,28.03,198.73,8.69,-0.52,3.59,146.41,4.44,37.28
9.36,-3.39,-5.41,220.11,28.5,195.75,9.32,-0.51,3.08,132.61,2.56,32.51
7.43,-4.1,-2.08,206.16,38.43,205.48,10.23,-0.29,3.1,127.9,-1.28,31.49
5.65,-4.98,0.15,185.83,60.47,221.15,10.61,-0.06,3.02,124.66,-0.93,27.49
